f,Zdut_dq_11_re,Zdut_dq_11_im,Zdut_dq_11_abs,Zdut_dq_11_dB,Zdut_dq_11_pha_rad,Zdut_dq_11_pha_deg,Zdut_dq_12_re,Zdut_dq_12_im,Zdut_dq_12_abs,Zdut_dq_12_dB,Zdut_dq_12_pha_rad,Zdut_dq_12_pha_deg,Zdut_dq_21_re,Zdut_dq_21_im,Zdut_dq_21_abs,Zdut_dq_21_dB,Zdut_dq_21_pha_rad,Zdut_dq_21_pha_deg,Zdut_dq_22_re,Zdut_dq_22_im,Zdut_dq_22_abs,Zdut_dq_22_dB,Zdut_dq_22_pha_rad,Zdut_dq_22_pha_deg
47.0,160.7636477942808,-72.36857689496054,176.30133684667678,44.92511210905322,-0.42298290482704504,-24.235135252773457,-64.53943042258146,-67.18849728858387,93.16454393796641,39.385013246685965,-2.336087062034648,-133.84792922970146,-10.512341897413648,-65.82188674298385,66.65605828860804,36.476792560891255,-1.7291677536489385,-99.07401435420142,14.814612744019227,46.035480800076826,48.36050292593636,33.689816173312835,1.259453659624844,72.16137918880969
48.0,149.79726204612288,-66.56206549996257,163.91988372414164,44.29263274656683,-0.4181435213682399,-23.9578590051385,-76.28598438036217,-59.420401045900505,96.69713270483523,39.70827192862381,-2.47984045362588,-142.08439185857046,-8.617399483501256,-64.38142221591217,64.95557790060678,36.25232901963286,-1.703854644452307,-97.62368003088066,16.84877351030044,49.633499579606635,52.41531693427231,34.38916432288014,1.243538588502051,71.24951278282312
49.0,103.96632856988884,-63.85636839248883,122.01079157426744,41.72796489445963,-0.5507970423846483,-31.55834589692867,-95.40543438912047,-22.982535800484307,98.13457017176624,39.836440492160825,-2.905203137820469,-166.4558784252765,-8.70410558060228,-53.076925732151295,53.78588568699577,34.613366490108476,-1.7333399315359244,-99.31306253850353,25.183234142414584,56.42400045268663,61.788859100621494,35.81820352530502,1.151005804871849,65.94777481421532
51.0,133.35493523152172,102.94657086128998,168.46820234899508,44.530358834410286,0.6574169171248881,37.66721473175791,24.49468618428344,-55.14769740347173,60.34283868174756,35.612514732895,-1.152805233093089,-66.05087445682909,40.96858914331497,-71.37061730134906,82.2933187468422,38.30729154041437,-1.0496943505962175,-60.14305606788901,8.015613256041807,23.974526172989798,25.279002375287792,28.055198614155785,1.2481411651110796,71.5132209974061
52.0,141.0424812712335,95.73037258862392,170.46197745861983,44.632550444115104,0.5963106671128044,34.166084504194274,-2.456531144200696,-72.2794779764763,72.32121045595372,37.18531372820176,-1.6047698146027995,-91.946537466732,38.14092181231989,-70.14310339939594,79.84224991313714,38.044655332894074,-1.0727575359324315,-61.46447924978208,6.917763834085486,33.63916841085101,34.34310859310464,30.71679206211811,1.3679777648582871,78.37935239411959
53.0,149.5658429206088,95.55796072040098,177.48595782651066,44.983279972644866,0.5685340698654678,32.57460271268719,-29.63942420377044,-85.53726181443868,90.52689448911237,39.13555244444175,-1.9043576734967325,-109.1116573747152,36.580039887714385,-72.15339714597067,80.8963042288765,38.15857362392198,-1.101583513221974,-63.11608608881283,5.303668297544256,44.35974345007973,44.675672757858585,33.00142202280411,1.451800791203575,83.1820580297185
54.0,140.0075444988845,96.75370471677006,170.18634461385867,44.618494205833116,0.6047011709798403,34.64682496376363,-49.7240899039776,-75.10877667191062,90.07670869836328,39.09225018330417,-2.155580451086733,-123.50566224817598,36.48524664579716,-67.92674324235567,77.10522466290833,37.7416761382938,-1.0778905779647674,-61.758580894298184,11.08860968197342,50.29035828781505,51.49832425813448,34.23586194886817,1.3537770112734189,77.56570914780137
55.0,136.1260082368416,118.5869816229922,180.53576468098657,45.13126499630055,0.7166486848965143,41.0609450381711,-58.255119582160965,-77.8761010309013,97.25402855052855,39.75815200273696,-2.2130474618207185,-126.79827942446636,42.99655688594845,-63.67220042274237,76.83002675204841,37.71061968817027,-0.9768543991837917,-55.969634272019036,12.84391892017963,50.731032515005566,52.331672181067376,34.37529224396493,1.3228300051583128,75.79257630884024
56.0,121.45934602839891,136.7018916171261,182.86546942861258,45.24263410379696,0.844372433191559,48.378976759068394,-61.289234342012826,-69.96410118472235,93.01261043974753,39.37083666422374,-2.2901979305178597,-131.21867566826873,49.57944729170966,-59.67347823270514,77.58250832591423,37.79527633397197,-0.8775280138883659,-50.278651600300854,14.984519532762175,50.539980529474775,52.71456589546593,34.43861268905975,1.2825642606923724,73.4855190919896
57.0,130.8915152276834,184.41112516972782,226.1416632223348,47.08761163971317,0.9535360434856707,54.633590905331864,-73.3443252100448,-87.89628392715275,114.47771297820142,41.17441889112307,-2.266188368766684,-129.8430291119676,59.22259108726855,-68.35835853025196,90.44435016097076,39.12762885441956,-0.8568837600224823,-49.09582298258909,11.258664492018214,58.52573732067485,59.59882092015298,35.50475335824885,1.3807468269085836,79.11096575794225
